depvar,cmse,pmse,totalr2,delta,adjdelta,bywidth,fpwidth,bydf,fpdf,pmse_oos,cmse_oos,delta_oos,r2_oos
conj,55.686,26.138,0.0373530048597424,0.680558271411811,0.718828930779723,by_20,fp_16,5,6,0.00937013589211999,0.0252765458054426,0.729551707897637,0.022251299738321
negate,31.166,19.667,0.0400889651098349,0.613105659709244,0.442070921985816,by_16,fp_20,8,4,0.0109866840305471,0.0165347006893226,0.600794649601514,0.024040604614129
verb,75.789,49.7,0.0713923799440517,0.603949350142243,0.646632557583962,by_20,fp_16,5,6,0.0410570066861961,0.066376870726212,0.617839291710659,0.0553980141406532
adj,52.288,24.531,0.0373548247560962,0.680664939663365,0.864764739932192,by_24,fp_8,4,12,0.0185133897715621,0.0216390191142499,0.538922065069329,0.0213263279387239
compare,22.979,22.085,0.0172356038005276,0.509919225989704,0.675425833664007,by_24,fp_12,4,8,0.015896561690119,0.00601914298381545,0.274649757941589,-0.00377166507014892
interrog,69.612,31.371,0.0485172131217302,0.689343750928374,0.780238486531017,by_20,fp_12,5,8,0.0156440394253695,0.0182348968886731,0.538236995389812,0.0268269148304571
number,110.692,24.047,0.0267685863328397,0.821529030199126,0.63318664053145,by_16,fp_24,8,3,0.0133501955471507,0.040608444962718,0.752584657044704,0.00948778463480759
quant,20.954,26.29,0.0476143838194239,0.443527220387774,0.560488427922777,by_20,fp_12,5,8,0.0170381694729624,0.008384301549203,0.32979884378245,0.028804452271478
affect,34.806,58.815,0.118283415110424,0.371775563174929,0.415254388947547,by_20,fp_16,5,6,0.15429603926246,0.0116539462769424,0.0702256540671726,0.101338764209328
posemo,118.632,4.962,0.182773648860334,0.959852420020389,0.867028196395422,by_12,fp_24,11,3,0.00840779900344824,0.244931602395684,0.966812114669041,0.160460102238074
negemo,27.33,54.688,0.0308345968595674,0.333219537174766,0.545327569005653,by_20,fp_8,5,12,0.0908325384566229,0.0385065470085937,0.297717792499386,0.015088923498997
anx,4.444,38.039,0.0232708761837731,0.104606548501754,0.25952385587199,by_24,fp_8,4,12,0.0171824796156161,1e-08,5.81987838998115e-07,-0.00168786987662717
anger,48.66,7.529,0.0527276357062528,0.866005801847337,0.83793615601524,by_20,fp_20,5,4,2.26019103567454e-05,0.0791840744641187,0.999714646398621,0.0390579544603987
sad,13.273,88.907,0.111753078731357,0.129898218829517,0.309331448192284,by_16,fp_4,8,24,0.348414560597176,0.0291687580358164,0.0772511829744475,0.0919086798645399
social,29.923,17.818,0.0143318438144552,0.626777821997863,0.501898143230142,by_20,fp_24,5,3,0.0138270236570164,0.00842722844122057,0.378679472310292,-0.00187504313475939
family,26.554,29.838,0.0200114288877339,0.47088239466591,0.64027198418248,by_24,fp_12,4,8,0.0382636804469765,0.0374618891514045,0.494705940808208,0.00584846760045266
friend,50.342,10.516,0.117400332815733,0.827204311676361,0.642242955680108,by_16,fp_24,8,3,0.0284617669998039,0.0877394704343699,0.755064854486365,0.102730498927947
female,31.274,50.032,0.019396983731356,0.384645659606917,0.31917673073652,by_24,fp_24,4,3,0.0730320286986001,0.0267120276348458,0.267805708097003,0.00794651577910344
male,25.224,20.227,0.0218629249980356,0.554971287760445,0.499408506615321,by_20,fp_20,5,4,0.0327755735067434,0.00239404592848924,0.0680714197916769,0.00356497462357641
cogproc,23.619,5.344,0.0395935064252595,0.815488726996513,0.779530677580118,by_20,fp_20,5,4,0.00886499283779119,1e-08,1.12803122378826e-06,0.020639102298481
insight,33.172,24.765,0.022259706464425,0.572552945440737,0.762736903824376,by_20,fp_8,5,12,0.0281142097081228,0.015550145048129,0.356129047020958,-0.000465489482857961
cause,41.016,78.419,0.0631794935283702,0.343416921337966,0.758350153305702,by_24,fp_4,4,24,0.0698271394222846,0.0180356623432699,0.205270740072627,0.0401421059249499
discrep,10.377,32.156,0.0395603976620177,0.243975266263842,0.340514200397053,by_20,fp_12,5,8,0.0280788980831921,1e-08,3.56139204928199e-07,0.0267362055440943
tentat,22.925,16.594,0.0459285974080962,0.580100711050381,0.453227453952354,by_20,fp_24,5,3,0.0235750614171739,0.00529876078962099,0.18351435260878,0.0320398154973311
certain,39.846,2.145,0.0402540531587653,0.948917625205401,0.936952189478511,by_20,fp_20,5,4,1e-08,0.0486884734640473,0.999999794612621,0.0234011287322397
differ,16.54,34.829,0.039088096676424,0.321984075999143,0.431762191441111,by_20,fp_12,5,8,0.0348308808280826,0.0116280784596455,0.250287105822386,0.0216401174043355
percept,116.929,24.206,0.15382723282848,0.828490452403727,0.778425195015719,by_12,fp_12,11,8,0.0370438326962903,0.325813665880542,0.897910797374781,0.135303259408481
see,54.299,19.017,0.0578842256110389,0.740615963773255,0.695514616643344,by_20,fp_20,5,4,0.00833055753198908,0.0149717887738242,0.642501342025338,0.0445050043738248
hear,124.275,54.6,0.117196494021706,0.69475890985325,0.645500584339696,by_20,fp_20,5,4,0.0333220339133927,0.0921620597289957,0.734452128981736,0.101017240789318
feel,38.142,45.899,0.122243143773681,0.453849906593211,0.666042878409311,by_20,fp_8,5,12,0.0814907874002736,0.0120120907277539,0.128467604080663,0.105758617489498
bio,30.535,32.504,0.152977302278099,0.484382683735465,0.692743978523084,by_20,fp_8,5,12,0.0906506799283794,0.00743265791284542,0.075779006673664,0.137720645367307
body,4.034,40.554,0.125791088891437,0.0904727729433928,0.165933116696146,by_24,fp_12,4,8,0.0695014409842041,1e-08,1.43881888196446e-07,0.111802559311084
health,8.003,23.958,0.0299067126775306,0.250398923688245,0.333806047966632,by_24,fp_16,4,6,0.0155763425796591,0.00924436368560977,0.372445634173803,0.0195975867680077
sexual,38.144,124.772,0.112982456239611,0.234132927398168,0.268391648411444,by_20,fp_16,5,6,0.067498771118312,0.076835185268384,0.53234309646809,0.10095332277894
ingest,102.116,18.036,0.098065374726455,0.849890139157068,0.585997934121428,by_8,fp_20,16,4,0.0233654217400371,0.0908197116000852,0.795372470508584,0.0748291789120202
drives,32.37,22.696,0.037075026841641,0.587840046489667,0.532927230819888,by_20,fp_20,5,4,0.00756129297475217,0.0172687107173656,0.695477573482903,0.0242851838090036
affiliation,52.194,15.125,0.0401635334754903,0.775323459944444,0.556511911203755,by_12,fp_20,11,4,0.0153868899840774,0.0486048264260829,0.759548722127504,0.0229274899309148
achieve,23.122,88.979,0.0390403160654895,0.20626042586596,0.555026239644417,by_20,fp_4,5,24,0.0481462538555567,0.00600521269224052,0.110896584618627,0.0167135649993949
power,13.191,67.287,0.0194619972229984,0.163908148810855,0.370325659741718,by_24,fp_8,4,12,0.0572360744884658,0.0164402169992118,0.223141212284843,0.00336004107061971
reward,21.67,53.16,0.0249499850762116,0.289589736736603,0.289589736736603,by_24,fp_20,4,4,0.0333682014651235,0.0257384546994548,0.43545780407181,0.00928270980860457
risk,37.829,55.319,0.0472193051456211,0.406117146905999,0.406117146905999,by_24,fp_20,4,4,0.035076877659273,0.0323511669042623,0.479788003844288,0.0269457293772125
focuspast,61.74,61.17,0.0731048946614698,0.502318769831584,0.707804304835058,by_20,fp_8,5,12,0.0312710888729201,0.0856144146861265,0.732463924774701,0.0558626785232804
focuspresent,103.928,51.648,0.0403642028052979,0.668020774412506,0.82845481793253,by_20,fp_8,5,12,0.031670395449342,0.0420775937786397,0.57055920058461,0.0174165036619867
focusfuture,115.807,98.594,0.0776974869678222,0.540142070232881,0.719316380177344,by_12,fp_4,11,24,0.302679335535629,0.583545081797902,0.658461976881285,0.0417614510954776
relativ,22.143,28.387,0.047090226223416,0.438214921828617,0.384248634531706,by_20,fp_20,5,4,0.0332362358350848,0.00202251658651564,0.0573621143009188,0.0292063964346785
motion,34.849,13.808,0.0431878320272484,0.71621760486672,0.602274363863653,by_20,fp_24,5,3,0.00937040041005344,0.00671428634308169,0.417433453702353,0.0289337043701523
space,31.783,44.824,0.0799210598041085,0.414883757358988,0.459714862903731,by_20,fp_16,5,6,0.0971413810492969,0.00383243419312329,0.0379547329564828,0.0653592226441229
time,50.37,34.033,0.0192862201361104,0.596779735317465,0.596779735317465,by_16,fp_12,8,8,0.051278909540859,0.0294228155500855,0.364587194597492,-0.0024053487198874
work,52.959,22.1,0.0258869726837882,0.705564955568286,0.657190012905788,by_20,fp_20,5,4,0.0617059870029133,0.0379707152218911,0.380938718621072,0.016526893650695
leisure,28.258,5.836,0.0792332104718914,0.828826186425764,0.828826186425764,by_24,fp_20,4,4,0.0134385186081737,0.0729901305693331,0.844513147711314,0.0680286948531365
home,46.491,79.039,0.0421249747307026,0.370357683422289,0.370357683422289,by_24,fp_20,4,4,0.0485200398166815,0.0616449301464378,0.559569254791928,0.0307179489930213
money,2.009,26.719,0.0186262579225915,0.0699317738791423,0.0699317738791423,by_24,fp_20,4,4,0.0256848794501137,1e-08,3.89333970832245e-07,0.00855701521275032
relig,33.812,57.591,0.0159356934102777,0.369922212618842,0.369922212618842,by_24,fp_20,4,4,0.0781053572245785,0.0539371901962904,0.408483411217238,0.00626379046463943
death,21.369,29.351,0.0226330763687007,0.42131309148265,0.46628529034182,by_20,fp_16,5,6,0.0130137165034346,0.0106466582698782,0.449978428992885,0.0083328374996402
informal,84.537,57.197,0.0342415933767407,0.596448276348653,0.596448276348653,by_16,fp_12,8,8,0.0334636202295926,0.0687914782842816,0.672743748566706,0.0149517285420346
swear,46.269,50.473,0.214550344557891,0.478272105186992,0.523820755161997,by_20,fp_16,5,6,0.0809268895737564,0.122097705595318,0.601393666090739,0.201388631918018
netspeak,5.633,13.29,0.0187352521451756,0.297680071870211,0.388670392603326,by_24,fp_16,4,6,0.00856930739380479,0.00692020685555894,0.446767196449895,0.00988604002790172
assent,9.69,48.898,0.0168694434009638,0.165392230490886,0.372845269854299,by_24,fp_8,4,12,0.0215644983125747,1e-08,4.63724925004147e-07,-0.00172429727492385
nonflu,23.693,24.813,0.0253590135341678,0.488455036490331,0.588865415682863,by_24,fp_16,4,6,0.0221698187853401,0.0126369320046127,0.363059800694193,0.0118493763705223
filler,33.203,41.501,0.0811292595560387,0.44446080531163,0.390259669660934,by_20,fp_20,5,4,0.0476283922335836,0.0435980274890134,0.477910101279729,0.0681672882254362
